Número de secuencia;Tipo de distinción;Órgano competente;Apellidos y nombre / Institución;Profesión / Actividad;Fecha de concesión;Fecha de entrega
273;Llave de Oro de la Villa de Madrid;;Peña Nieto, Enrique;;09/06/2014;09/06/2014
274;Llave de Oro de la Villa de Madrid;;Bachelet Jeria, Michelle;;29/10/2014;29/10/2014
275;Llave de Oro de la Villa de Madrid;;Santos Calderón, Juan Manuel;;03/03/2015;03/03/2015
276;Llave de Oro de la Villa de Madrid;;Macri, Mauricio;;22/02/2017;22/02/2017
277;Llave de Oro de la Villa de Madrid;;Solís Rivera, Luis Guillermo;;09/05/2017;09/05/2017
278;Llave de Oro de la Villa de Madrid;;Rivlin, Reuven;;06/11/2017;06/11/2017
279;Llave de Oro de la Villa de Madrid;;Moreno, Lenin;;19/12/2017;19/12/2017
280;Llave de Oro de la Villa de Madrid;;Rebelo de Sousa, Marcelo;;16/04/2018;16/04/2018
281;Llave de Oro de la Villa de Madrid;;Jinping, Xi;Presidente;28/11/2018;28/11/2018
282;Medalla al Mérito Artístico (anterior a Reglamento de Protocolo y Ceremonial de 1988);;Redondo,  Aurora;Actriz;15/01/1985;13/03/1986
283;Medalla al Mérito Artístico (anterior a Reglamento de Protocolo y Ceremonial de 1988);;López Sepúlveda, María de los Ángeles;Actriz;22/04/1985;06/11/1985
284;Medalla al Mérito Artístico (anterior a Reglamento de Protocolo y Ceremonial de 1988);;Fernández Sánchez, Ignacio;Actor;22/04/1985;10/12/1986
285;Medalla al Mérito Artístico (anterior a Reglamento de Protocolo y Ceremonial de 1988);;Rivera, Francisco;Torero;22/04/1985;
286;Medalla al Mérito Artístico (anterior a Reglamento de Protocolo y Ceremonial de 1988);;Fernando y López-Valdemoro, Luis Carlos;Escritor;22/04/1985;
287;Medalla al Mérito Artístico (anterior a Reglamento de Protocolo y Ceremonial de 1988);;Morales Esteban, Francisco ;Hostelero;20/05/1985;
288;Medalla al Mérito Artístico (anterior a Reglamento de Protocolo y Ceremonial de 1988);;Ramos Sanguino, Trinidad Olga;Cupletista;17/06/1985;29/01/1986
289;Medalla al Mérito Artístico (anterior a Reglamento de Protocolo y Ceremonial de 1988);;Berganza, Teresa;Cantante de ópera;17/06/1985;
290;Medalla al Mérito Artístico (anterior a Reglamento de Protocolo y Ceremonial de 1988);;Gila Cuesta, Miguel;Humorista;25/05/1986;
291;Medalla al Mérito Artístico (anterior a Reglamento de Protocolo y Ceremonial de 1988);;Díaz Valiente, Rafaela;Actriz;20/10/1986;10/12/1986
292;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Rodrigo, Joaquín;Compositor;22/06/1989;
293;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Lalanda del Pino, Marcial;Matador de toros;31/05/1990;
294;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Rodero, José María;Actor;22/04/1991;23/04/1991
295;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Caballero, José;Pintor;21/05/1991;26/05/1991
296;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Gyenes, Juan;Fotógrafo;03/06/1991;13/06/1991
297;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Fernández Cid, Antonio;Crítico Musical;03/06/1991;13/06/1991
298;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Gómez, Luis;Torero;03/06/1991;13/06/1991
299;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Grupo de Escultores del Parque del Olivar de la Hinojosa;;03/06/1991;13/06/1991
300;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Halfter, Cristóbal;Compositor;03/06/1991;13/06/1991
301;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Palomino Olalla, Antolín;Encuadernador ;26/07/1991;
302;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);García Berlanga, Luis;Guionista y director de cine ;26/07/1991;
303;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Delgado Ramos, Álvaro;Pintor e ilustrador;26/07/1991;
304;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Xuriguera, Gerard;Crítico de arte;26/07/1991;
305;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Monge Cruz, José;Cantaor;30/09/1992;
306;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Marco,Tomás ;compositor;26/02/1993;
307;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);de Pablo, Luis ;compositor;26/02/1993;
308;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Alonso Bernaola, Carmelo ;compositor;26/02/1993;
309;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Lavirgen, Pedro ;Tenor;26/02/1993;
310;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Ruiz Soler, Antonio ;Bailarín;28/07/1993;
311;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);López Hernández, Santiago;Músico;30/11/1993;
312;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Terol, Pedro;Barítono;28/01/1994;
313;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Casado D'Arambillet Veiga Rey, Fernándo;Actor;25/03/1994;14/07/1994
314;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);de Andrés Miguel, Ángel;Actor;26/05/1994;14/07/1994
315;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Valderrama Blanca, Juan;Cantaor;26/05/1994;14/07/1994
316;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Olmo, Lauro;Dramaturgo;29/06/1994;14/07/1994
317;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Flores Ruiz, María Dolores;Artista;29/06/1994;
318;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Orad Aragón, Mª Rosa;Bailarina;29/06/1994;
319;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Closas,  Alberto;Actor;28/09/1994;
320;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Carro Alcaraz, Mª Concepción ;Actriz;28/10/1994;
321;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Hidalgo de Caviedes, Hipólito;Pintor y académico;28/10/1994;
322;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Ausensi, Manuel ;Barítono;25/11/1994;01/12/1994
323;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Luca de Tena, Cayetano;Director teatral;24/02/1995;31/03/1995
324;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Revista Ritmo;;24/02/1995;
325;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Mallo, Maruja;Pintora;24/02/1995;
326;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Guerrero Torres, Jacinto;Compositor Musical;31/03/1995;
327;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Franco Sotomayor, Rafael Eduardo;Bailarín;31/03/1995;
328;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Rodríguez-Arroyo Mariscal,  Ana Mª ;Actriz, directora y realizadora cinematográfica;31/03/1995;
329;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Montoya Salazar, Ramón;Músico;28/04/1995;
330;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Monge, Víctor;Músico;28/04/1995;
331;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Carrillo Moreno, María;Actriz;25/09/1995;
332;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Gutiérrez Caba, Irene;Actriz;25/09/1995;
333;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Prat, Joaquín;Locutor y presentador de TV;25/09/1995;
334;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Revista Ínsula;;30/01/1996;
335;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Nile Del Río, Magdalena ;Actriz y cantante;29/11/1996;02/12/1996
336;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Avia, Amalia ;Pintora;25/04/1997;
337;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);de Champourcin, Ernestina ;Poeta;27/05/1997;
338;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Montoliú i Massanam, Vicens ;Músico;31/10/1997;
339;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);de Calderón, Fina ;Poeta;30/04/1998;
340;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Freire González, Ricardo ;Compositor;26/06/1998;
341;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Franco, Ricardo ;Director cinematográfico;30/07/1998;
342;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);González-Pamo López del Fresno, María Lourdes;Actriz;23/03/2000;
343;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Rabal Valera, Francisco ;Actor;27/09/2001;
344;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Muñoz Torregrosa, Juan ;Escultor;27/09/2001;
345;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);García Navarro, Luis Antonio ;Director de orquesta;25/10/2001;
346;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Marsillach Soriano, Adolfo ;Actor;31/01/2002;
347;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Prendes Estrada, María del Carmen ;Actriz;31/01/2002;
348;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Caruncho Amat, Luis María ;Pintor, escultor y grabador;25/07/2002;
349;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Chillida Juantegui, Eduardo ;Escultor;26/09/2002;
350;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Zori, Tomás;Actor;26/09/2002;
351;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Bardem Muñoz,  Juan Antonio;Director y guionista cinematográfico;28/11/2002;
352;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);González Cachero, José Mª ;Domador;28/11/2002;
353;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Tamayo Rivas, José ;Director y empresario musical;27/02/2003;
354;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Úrculo, Eduardo;Pintor;30/04/2003;
355;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Gracia Fuentes, Manuel;Pianista;30/04/2003;
356;Medalla al Mérito Artístico de Madrid;Pleno (mayoría simple);Cano, Almudena ;Pianista;29/11/2006;
357;Medalla al Mérito Deportivo;Pleno (mayoría simple);Indurain Larraya, Miguel;Ciclista;27/10/1995;21/09/2001
358;Medalla al Mérito Deportivo;Pleno (mayoría simple);Santana Martínez, Manuel;Tenista;26/07/1996;21/09/2001
359;Medalla al Mérito Deportivo;Pleno (mayoría simple);Di Stefano, Alfredo ;Futbolista;20/12/1996;09/05/1997
360;Medalla al Mérito Deportivo;Pleno (mayoría simple);Club Estudiantes de Baloncesto;;30/04/1998;
361;Medalla al Mérito Deportivo;Pleno (mayoría simple);Sáinz Cenamor, Carlos ;Piloto de automóviles;23/12/1998;
362;Medalla al Mérito Deportivo;Pleno (mayoría simple);Díaz Miguel, Antonio ;Jugador y entrenador de baloncesto;24/02/2000;
363;Medalla al Mérito Deportivo;Pleno (mayoría simple);Sánchez Vicario, Arantxa ;Tenista;19/12/2002;
364;Medalla al Mérito Deportivo;Pleno (mayoría simple);Real Canoe Natación Club;;19/12/2002;
365;Medalla al Mérito Deportivo;Pleno (mayoría simple);Aragones,  Luis ;Entrenador de futbol;19/12/2002;
366;Medalla al Mérito Deportivo;Pleno (mayoría simple);García, Alberto ;Atleta;19/12/2002;
367;Medalla al Mérito Deportivo;Pleno (mayoría simple);Carballo, Jesús ;Gimnasta;19/12/2002;
368;Medalla al Mérito Deportivo;Pleno (mayoría simple);Leal Reglero, Iván ;Karateca;19/12/2002;
369;Medalla al Mérito Deportivo;Pleno (mayoría simple);Alcaide, Roberto ;Ciclista;19/12/2002;
370;Medalla al Mérito Deportivo;Pleno (mayoría simple);Cano Leonés, José Tomás ;Atleta;27/01/2005;
371;Medalla al Mérito Deportivo (anterior a acuerdo de 27 de octubre de 1995);;Álvarez Builla, Julio ;;30/11/1960;
372;Medalla al Mérito Deportivo (anterior a acuerdo de 27 de octubre de 1995);;Escrivá de Romaní, Juan ;;30/11/1960;
373;Medalla al Mérito Deportivo (anterior a acuerdo de 27 de octubre de 1995);;Ulloa Fariña, Castor ;;30/11/1960;
374;Medalla al Mérito Deportivo (anterior a acuerdo de 27 de octubre de 1995);;López Quesada, Pascual;;30/11/1960;
375;Medalla al Mérito Social;Pleno (mayoría simple);Llanos y Pastor, José María;Jesuita;30/04/1991;03/06/1991
376;Medalla al Mérito Social;Pleno (mayoría simple);Friedman, Violeta;;31/10/1996;
377;Medalla al Mérito Social;Pleno (mayoría simple);Valentín-Gamazo y Alcalá, Ignacio;;31/10/1996;
378;Medalla al Mérito Social;Pleno (mayoría simple);Abogados Laboralistas de Atocha;;30/01/1997;
379;Medalla al Mérito Social;Pleno (mayoría simple);Sánchez Aranda, Angel ;Militar;31/10/1997;
380;Medalla al Mérito Social;Pleno (mayoría simple);García Mateo, Jorge ;;25/09/1998;
381;Medalla al Mérito Social;Pleno (mayoría simple);Organización Nacional de Transplantes;;23/03/2000;
382;Medalla al Mérito Social;Pleno (mayoría simple);Sánchez Martínez, Jesús ;Conductor EMT;21/12/2000;
383;Medalla al Mérito Social;Pleno (mayoría simple);Ortiz de la Rosa, Luis ;Policía Nacional;26/07/2001;
384;Medalla al Mérito Social;Pleno (mayoría simple);Casa de Madrid en Barcelona ;;20/12/2001;
385;Medalla al Mérito Social;Pleno (mayoría simple);Encinar Pérez,  Angel ;Hermano de la Orden Hospitalaria de San Juan de Dios;21/03/2002;
386;Medalla al Mérito Social;Pleno (mayoría simple);Círculo Catalán;;22/05/2002;
387;Medalla al Mérito Social;Pleno (mayoría simple);Astillero Bejante, Antonio ;Sacerdote;20/06/2002;
388;Medalla al Mérito Social;Pleno (mayoría simple);Molina, Antonio ;Guardia Civil;30/01/2003;
389;Medalla al Mérito Social;Pleno (mayoría simple);Aguilar, Juan ;Guardia Civil;30/01/2003;
390;Medalla al Mérito Social;Pleno (mayoría simple);Garralda Barretto, Jaime;Sacerdote jesuita;20/02/2003;
391;Medalla al Mérito Social;Pleno (mayoría simple);Colegio Chamberí;;30/04/2003;
392;Medalla al Mérito Social;Pleno (mayoría simple);Cuesta López, Ceferina ;;25/10/2011;
393;Medalla al Mérito Social;Pleno (mayoría simple);Rubio Peralta, Jose María;Jesuita;24/04/2013;
394;Medalla de Honor de Madrid (1961);Pleno (mayoría absoluta);Carrero Blanco, Luis;Militar;28/12/1973;
395;Medalla de Honor de Madrid (1961);Pleno (mayoría absoluta);Arias Navarro, Carlos;;23/12/1975;
396;Medalla de Honor de Madrid (1961);Pleno (mayoría absoluta);Cortes Generales;;29/12/1981;05/03/1982
397;Medalla de Honor de Madrid (1961);Pleno (mayoría absoluta);Tierno Galván, Enrique;;20/01/1986;
398;Medalla de Honor de Madrid (1961);Pleno (mayoría absoluta);De Borbón y Borbón, Juan Carlos ;;22/11/1988;29/03/1989
399;Medalla de Honor de Madrid (1961);Pleno (mayoría absoluta);Rodríguez Sahagún, Agustín;;15/10/1991;
400;Medalla de Honor de Madrid (1961);Pleno (mayoría absoluta);Virgen de la Paloma;;28/07/1995;15/08/1995
401;Medalla de Honor de Madrid (1961);Pleno (mayoría absoluta);Álvarez del Manzano y López del Hierro, José María ;;14/04/2004;19/04/2004
402;Medalla de Honor de Madrid (1961);Pleno (mayoría absoluta);Barranco Gallardo, Juan Antonio;;14/04/2004;19/04/2004
403;Medalla de Honor de Madrid (1961);Pleno (mayoría absoluta);de Borbón y Grecia, Felipe ;;27/04/2004;10/05/2004
404;Medalla de Honor de Madrid (1961);Pleno (mayoría absoluta);Servicios y organizaciones de atención a víctimas 11-M;;27/04/2004;15/05/2004
405;Medalla de Honor de Madrid (1961);Pleno (mayoría absoluta);Fitz-James Stuart, María del Rosario Cayetana ;;28/04/2010;15/05/2010
406;Medalla de Honor de Madrid (1961);Pleno (mayoría absoluta);Suárez González, Adolfo ;;30/03/2011;15/05/2011
407;Medalla de Honor de Madrid (1961);Pleno (mayoría absoluta);Ruiz-Gallardón Jiménez, Alberto ;;25/04/2012;15/05/2012
408;Medalla de Honor de Madrid (acuerdo de Pleno de 12/04/1957);;Pérez González, Blas;;12/04/1957;
409;Medalla de Honor de Madrid (acuerdo de Pleno de 12/04/1957);;"Franco Bahamonde, Francisco
Retirada por Acuerdo Plenario 29/06/2009";;30/12/1959;
410;Medalla de Honor de Madrid (acuerdo de Pleno de 12/04/1957);;Eisenhower, Dwight David;;30/12/1959;
411;Medalla de Honor de Madrid (acuerdo de Pleno de 12/04/1957);;Santísima Vírgen de la Almudena;;30/12/1959;
412;Medalla de la Policía Municipal (1988);Pleno (mayoría absoluta);Toledano Plaza, José Luis;Funcionario - Policía municipal;27/01/1989;
413;Medalla de la Policía Municipal (1988);Pleno (mayoría absoluta);Pineda Gómez, Ángel Antonio;Funcionario - Policía Municipal;27/09/1990;
414;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Echeverría Echaniz, José Ignacio ;;29/07/1999;
415;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Lobato Fernández, Teodoro ;Funcionario - Policía Municipal;29/07/1999;
416;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Núñez Morgades, Pedro ;;29/07/1999;
417;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Corrochano Pérez, Julio ;Policía Nacional;29/05/2000;
418;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Estrada Sainz, Santiago ;;29/05/2000;
419;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Casamayor Pajares, Andrés ;Funcionario - Policía Municipal;29/05/2000;
420;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Ramos Herráiz, Juan ;Guardia Civil;21/06/2001;
421;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Servicio de Asistencia Municipal de Urgencias y Rescate;;21/06/2001;
422;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Cuerpo de Bomberos del Ayuntamiento de Madrid;;21/06/2001;
423;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Sección Canina del Cuerpo de Policía Municipal;;21/06/2001;
424;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Ortiz de la Rosa, Luis ;Policía Nacional;26/07/2001;
425;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Aliberch Cucurull, Javier ;Funcionario - Policía Municipal;31/01/2002;
426;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Gispert Omosa, Enric ;;20/06/2002;
427;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Sánchez García, José Manuel ;Policía Nacional;20/06/2002;
428;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Salcedo Muñoz, Benito ;Guardia Civil;20/06/2002;
429;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Becerra Lendero, Pedro ;Funcionario - Policía Municipal;20/06/2002;
430;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Tardón Olmos, María;;23/06/2003;
431;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Bautista Zurera Moltó, Juan ;Policía Nacional;23/06/2003;
432;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Navarro Herrera, José ;Guardia Civil;23/06/2003;
433;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Ausín Rial, Carlos ;;22/12/2003;
434;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Perelló Hernández, Pedro ;Guardia Civil;29/06/2004;
435;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);González-Allier Suevos, Antonio ;Militar;29/06/2004;
436;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Redondo Zúñiga, Francisco Javier ;Policía Nacional;29/06/2004;
437;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Casas Estévez, Javier María ;;26/05/2005;
438;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Lacasa Cordoba, Felipe ;Policía Nacional;26/05/2005;
439;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Rogero Martín, Javier ;;26/05/2005;
440;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);González Armengol, José Luis ;;26/05/2005;
441;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Moix Blázquez, Manuel ;Fiscal;31/05/2006;
442;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Ortiz Argüelles, Juan Carlos ;;31/05/2006;
443;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Navarro Oliver, Tomás ;Guardia Civil;31/05/2006;
444;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Prieto Benítez, Julio ;Policía Nacional;30/04/2007;
445;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Hernando Santiago, Francisco José ;Magistrado;30/04/2007;
446;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Caro Teller, Carlos ;Guardia Civil;30/04/2007;
447;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Díaz Salazar, José ;Policía Nacional;30/05/2008;
448;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Morales Morales, Rafael ;;30/05/2008;
449;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Canalda González, Arturo ;;21/05/2009;
450;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Vieira Morante, Francisco Javier ;;21/05/2009;
451;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Barros Vales, Manuel ;;21/05/2009;
452;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Aguilera Martínez,  Domingo ;Guardia Civil;28/05/2010;
453;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Múgica Herzog, Enrique ;;28/05/2010;
454;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Rubio Fernández, Carlos ;Policía Nacional;28/05/2010;
455;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Ferrer García, Ana ;;27/04/2011;
456;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Salvadó Plandiura, Sebastiá ;;27/04/2011;
457;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Coll Real, Juan ;;30/05/2012;
458;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Morales Ruiz, José Manuel ;Funcionario - Policía Municipal;30/05/2012;
459;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Cardiel Ojer, Cándido ;Guardia Civil;30/05/2012;
460;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);López Jiménez, Mario ;Funcionario - Policía Municipal;30/05/2012;
461;Medalla de la Policía Municipal (1995);Pleno (mayoría simple);Muñoz Pérez, María del Carmen ;Funcionaria - Policía Municipal;26/09/2012;
462;Medalla de la Policía Municipal (24 de abril de 2013);Junta de Gobierno;Martín Alonso, Pablo;Guardia Civil;12/06/2013;24/06/2013
463;Medalla de la Policía Municipal (24 de abril de 2013);Junta de Gobierno;Lozano Beitia, Santiago;Funcionario - Policía Municipal;12/06/2013;24/06/2013
464;Medalla de la Policía Municipal (24 de abril de 2013);Junta de Gobierno;De Borbón y Grecia, Felipe;;07/11/2013;
465;Medalla de la Policía Municipal (24 de abril de 2013);Junta de Gobierno;Gallego García, José Luis;Funcionario - Inspector Policía Municipal;12/06/2014;24/06/2014
466;Medalla de la Policía Municipal (24 de abril de 2013);Junta de Gobierno;Fernández Díaz, Jorge;Ministro del Interior;12/06/2014;24/06/2014
467;Medalla de la Policía Municipal (24 de abril de 2013);Junta de Gobierno;Ortega Calahorro, Pedro Ángel;Coronel de la Guardia Civil;12/06/2014;24/06/2014
468;Medalla de la Policía Municipal (24 de abril de 2013);Junta de Gobierno;Ortega del Real, Francisco Javier;Policia del Cuerpo Nacional de Policía;08/01/2015;
469;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);Antonio Branco, Plinio;;27/05/1955;13/06/1955
470;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);Ramos de Oliveira, Paulo;;27/05/1955;13/06/1955
471;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);de Oliveira Pinto Salia, Augusto;;27/05/1955;13/06/1955
472;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);de Assis Martins de Soroa, Luis Sergio;;27/05/1955;13/06/1955
473;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);Muñoz de Larrea, Enrique;;27/05/1955;13/06/1955
474;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);Torres Martins, Ana María;;27/05/1955;13/06/1955
475;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);Pimentel Marqués, Gracio;;27/05/1955;13/06/1955
476;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);Silveira Franco, María;;27/05/1955;13/06/1955
477;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);Orzaes García, Juan;Funcionario;15/07/1955;
478;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);Gamarra de la Fuente, Julián;Funcionario;29/02/1956;
479;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);Sabaté Lleonart, José María ;;29/02/1956;
480;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);Diversas personalidades de la ciudad de París;;19/10/1956;
481;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);Añez Martínez, Maximino;Funcionario;30/12/1959;
482;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);Camuesto Pérez, Filomeno;Funcionario;30/12/1959;
483;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);Carmona Suárez, José;Funcionario;30/12/1959;
484;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);Castro Cea, Manuel;Funcionario;30/12/1959;
485;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);Fernández Ballester, Tomás;Funcionario;30/12/1959;
486;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);García García, José Antonio;Funcionario;30/12/1959;
487;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);Higueras Ranio, Tomás;Funcionario;30/12/1959;
488;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);Maganto Huete, Félix;Funcionario;30/12/1959;
489;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);Martín de la Paz, Félix;Funcionario;30/12/1959;
490;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);Pérez-Sebastián, Florencio Antonio;Funcionario;30/12/1959;
491;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);Martín Benito, José ;Funcionario;30/12/1959;
492;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);Palma Palma, Pedro;Funcionario;30/12/1959;
493;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);Romero Manzanedo, Ramiro ;Funcionario;30/12/1959;
494;Medalla de Madrid Bronce (1942-1961);Pleno (mayoría simple);Gil Justo, Rafael;Funcionario;30/12/1959;
495;Medalla de Madrid Bronce (1961);Pleno (mayoría simple);Palenzuela Negrete, Ladislao ;;29/05/1981;
496;Medalla de Madrid Bronce (1982);Pleno (mayoría simple);Cristóbal López, Francisco ;;25/05/2000;
497;Medalla de Madrid Bronce (funcionarios 1962);Pleno (mayoría absoluta);Alonso Mata, Isaías;;18/11/1963;
498;Medalla de Madrid Bronce (funcionarios 1970);Pleno (mayoría simple);Ballesteros Cabello, Carmen;;30/04/1971;
499;Medalla de Madrid Bronce (funcionarios 1970);Pleno (mayoría simple);Torres Morelli, Julio;Funcionario;31/05/1974;
